day,record_count
2016-08-05,50
2016-08-04,10
2016-08-03,14
2016-08-02,17
2016-08-01,28
2016-07-31,21
2016-07-30,14
2016-07-29,12
2016-07-28,20
2016-07-27,21
2016-07-26,23
2016-07-25,15
2016-07-24,18
2016-07-23,13
2016-07-22,7
2016-07-21,23
2016-07-20,26
2016-07-19,25
2016-07-18,15
2016-07-17,27
2016-07-16,15
2016-07-15,22
2016-07-14,16
2016-07-13,22
2016-07-12,23
2016-07-11,18
2016-07-10,20
2016-07-09,18
2016-07-08,12
2016-07-07,24
2016-07-06,33
2016-07-05,15
2016-07-04,26
2016-07-03,18
2016-07-02,39
2016-07-01,26
2016-06-30,84
2016-06-29,104
2016-06-28,96
2016-06-27,74
2016-06-26,68
2016-06-25,63
2016-06-24,73
2016-06-23,56
2016-06-22,56
2016-06-21,66
2016-06-20,47
2016-06-19,35
2016-06-18,39
2016-06-17,41
2016-06-16,72
2016-06-15,114
2016-06-14,216
2016-06-13,574
2016-06-12,13
2016-06-11,10
2016-06-10,17
2016-06-09,23
2016-06-08,22
2016-06-07,24
2016-06-06,14
2016-06-05,17
2016-06-04,16
2016-06-03,34
2016-06-02,51
2016-06-01,38
2016-05-31,31
2016-05-30,49
2016-05-29,36
2016-05-28,88
2016-05-27,28
2016-05-26,81
2016-05-25,61
2016-05-24,118
2016-05-23,38
2016-05-22,54
2016-05-21,33
2016-05-20,30
2016-05-19,76
2016-05-18,106
2016-05-17,46
2016-05-16,38
2016-05-15,35
2016-05-14,22
2016-05-13,32
2016-05-12,18
2016-05-11,35
2016-05-10,28
2016-05-09,33
2016-05-08,36
2016-05-07,31
2016-05-06,41
2016-05-05,47
2016-05-04,12
2016-05-03,16
2016-05-02,6
2016-05-01,15
2016-04-30,11
2016-04-29,24
2016-04-28,18
2016-04-27,18
2016-04-26,15
2016-04-25,22
2016-04-24,21
2016-04-23,15
2016-04-22,21
2016-04-21,35
2016-04-20,28
2016-04-19,30
2016-04-18,18
2016-04-17,26
2016-04-16,18
2016-04-15,28
2016-04-14,45
2016-04-13,40
2016-04-12,26
2016-04-11,10
2016-04-10,13
2016-04-09,26
2016-04-08,33
2016-04-07,74
2016-04-06,6
2016-04-05,6
2016-04-04,8
2016-04-03,11
2016-04-02,14
2016-04-01,19
2016-03-31,14
2016-03-30,13
2016-03-29,19
2016-03-28,15
2016-03-27,10
2016-03-26,15
2016-03-25,7
2016-03-24,17
2016-03-23,11
2016-03-22,9
2016-03-21,14
2016-03-20,19
2016-03-19,11
2016-03-18,10
2016-03-17,11
2016-03-16,12
2016-03-15,14
2016-03-14,36
2016-03-13,31
2016-03-12,14
2016-03-11,15
2016-03-10,31
2016-03-09,23
2016-03-08,18
2016-03-07,23
2016-03-06,51
2016-03-05,20
2016-03-04,47
2016-03-03,64
2016-03-02,22
2016-03-01,29
2016-02-29,32
2016-02-28,31
2016-02-27,34
2016-02-26,21
2016-02-25,27
2016-02-24,14
2016-02-23,23
2016-02-22,24
2016-02-21,31
2016-02-20,23
2016-02-19,19
2016-02-18,40
2016-02-17,60
2016-02-16,57
2016-02-15,60
2016-02-14,21
2016-02-13,3
2016-02-12,5
2016-02-10,5
2016-02-09,5
